instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange,INECODE
NSE_EQ|INE256H01015,21314,DYNPRO,DYNEMIC PRODUCTS LIMITED,346.1,,,0.05,1,EQUITY,,NSE_EQ,INE256H01015
NSE_EQ|INE038F01029,11275,TVTODAY,TV TODAY NETWORK LTD,151.87,,,0.01,1,EQUITY,,NSE_EQ,INE038F01029
NSE_EQ|INE293A01013,6258,ROLTA,ROLTA INDIA LTD,2.29,,,0.01,1,EQUITY,,NSE_EQ,INE293A01013
NSE_EQ|INE838E01017,10661,PONNIERODE,PONNIE SUGARS (ERODE) LTD,285.95,,,0.05,1,EQUITY,,NSE_EQ,INE838E01017
NSE_EQ|INE658G01014,11634,SALSTEEL,S.A.L. STEEL LTD.,16.43,,,0.01,1,EQUITY,,NSE_EQ,INE658G01014
NSE_EQ|INE082A01010,1919,KOPRAN,KOPRAN LTD,159.07,,,0.01,1,EQUITY,,NSE_EQ,INE082A01010
NSE_EQ|INE477L07AN9,7648,820IIFL27,SEC RE NCD 8.20% SR.III,970.3,,,0.01,1,EQUITY,,NSE_EQ,INE477L07AN9
NSE_EQ|INE686Y01026,3744,FINEORG,FINE ORGANIC IND. LTD.,5243,,,0.5,1,EQUITY,,NSE_EQ,INE686Y01026
NSE_EQ|INE144J01027,16921,20MICRONS,20 MICRONS LTD,235.65,,,0.01,1,EQUITY,,NSE_EQ,INE144J01027
NSE_EQ|INE540L01014,11703,ALKEM,ALKEM LABORATORIES LTD.,4899,,,0.5,1,EQUITY,,NSE_EQ,INE540L01014
NSE_EQ|INE828A01016,7848,BIL,BHARTIYA INTERNATIONAL,902.75,,,0.05,1,EQUITY,,NSE_EQ,INE828A01016
NSE_EQ|INE0HV901016,24067,IXIGO,LE TRAVENUES TECHNOLOGY L,230.62,,,0.01,1,EQUITY,,NSE_EQ,INE0HV901016
NSE_EQ|INE771F01025,757658,FISCHER,FISCHER MEDICAL VENTURE L,951.65,,,0.05,1,EQUITY,,NSE_EQ,INE771F01025
NSE_EQ|INE577L01016,21484,STEL,STEL HOLDINGS LIMITED,409.75,,,0.05,1,EQUITY,,NSE_EQ,INE577L01016
NSE_EQ|INE511Y01018,16395,MMP,MMP INDUSTRIES LIMITED,258.55,,,0.05,1,EQUITY,,NSE_EQ,INE511Y01018
NSE_EQ|INF732E01268,20072,INFRABEES,NIP IND ETF INFRA BEES,926.4,,,0.01,1,EQUITY,,NSE_EQ,INF732E01268
NSE_EQ|INE011K01018,7105,TEGA,TEGA INDUSTRIES LIMITED,1888.6,,,0.1,1,EQUITY,,NSE_EQ,INE011K01018
NSE_EQ|INE026A01025,1247,GSFC,GUJ STATE FERT & CHEM LTD,199.93,,,0.01,1,EQUITY,,NSE_EQ,INE026A01025
NSE_EQ|INE020J01029,16705,GOKUL,GOKUL REFOILS & SOLV LTD,41.63,,,0.01,1,EQUITY,,NSE_EQ,INE020J01029
NSE_EQ|INE398A01010,3757,VENKEYS,VENKY S (INDIA) LIMITED,1504,,,0.1,1,EQUITY,,NSE_EQ,INE398A01010
NSE_EQ|INE579C01029,13101,VIMTALABS,VIMTA LABS LIMITED,688.4,,,0.05,1,EQUITY,,NSE_EQ,INE579C01029
NSE_EQ|INE933S01016,10726,INDIAMART,INDIAMART INTERMESH LTD,2598.8,,,0.1,1,EQUITY,,NSE_EQ,INE933S01016
NSE_EQ|INE02IJ01035,20905,AZAD,AZAD ENGINEERING LIMITED,1450.8,,,0.1,1,EQUITY,,NSE_EQ,INE02IJ01035
NSE_EQ|INE237A01028,1922,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1992.4,,,0.1,1,EQUITY,,NSE_EQ,INE237A01028
NSE_EQ|INE0FDU25010,2203,BIRET,BROOKFIELD INDIA RET,317.99,,,0.01,1,EQUITY,,NSE_EQ,INE0FDU25010
NSE_EQ|INE059A01026,694,CIPLA,CIPLA LTD,1502.8,,,0.1,1,EQUITY,,NSE_EQ,INE059A01026
NSE_EQ|INE732I01013,324,ANGELONE,ANGEL ONE LIMITED,2569.8,,,0.1,1,EQUITY,,NSE_EQ,INE732I01013
NSE_EQ|INE01IU01018,13631,SKYGOLD,SKY GOLD AND DIAMONDS LTD,274.4,,,0.05,1,EQUITY,,NSE_EQ,INE01IU01018
NSE_EQ|INE822C01015,184,TCPLPACK,TCPL PACKAGING LIMITED,3436.9,,,0.1,1,EQUITY,,NSE_EQ,INE822C01015
NSE_EQ|INE343B01030,7401,RAJESHEXPO,RAJESH EXPORTS LTD,180.58,,,0.01,1,EQUITY,,NSE_EQ,INE343B01030
NSE_EQ|INF732E01128,17044,SHARIABEES,NIP IND ETF SHARIAH BEES,486.8,,,0.01,1,EQUITY,,NSE_EQ,INF732E01128
NSE_EQ|INE530B08094,2871,10IIFL28A,UNSE RE NCD 10% SR.I,1005.25,,,0.01,1,EQUITY,,NSE_EQ,INE530B08094
NSE_EQ|INE426A01027,79,ALEMBICLTD,ALEMBIC LIMITED,111.21,,,0.01,1,EQUITY,,NSE_EQ,INE426A01027
NSE_EQ|INF846K01Z04,3530,AXISBPSETF,AXISAMC - AXISBPSETF,12.8,,,0.01,1,EQUITY,,NSE_EQ,INF846K01Z04
NSE_EQ|INF846K01Z12,3608,AXISHCETF,AXISAMC - AXISHCETF,147.26,,,0.01,1,EQUITY,,NSE_EQ,INF846K01Z12
NSE_EQ|INF846K01Y96,3010,AXISTECETF,AXISAMC - AXISTECETF,376.03,,,0.01,1,EQUITY,,NSE_EQ,INF846K01Y96
NSE_EQ|INE298I01015,15204,ARIES,ARIES AGRO LTD.,385.55,,,0.05,1,EQUITY,,NSE_EQ,INE298I01015
NSE_EQ|INE087B01017,16657,ANIKINDS,ANIK INDUSTRIES LTD,95.75,,,0.01,1,EQUITY,,NSE_EQ,INE087B01017
NSE_EQ|INE126A01031,916,EIDPARRY,EID PARRY INDIA LTD,1204.6,,,0.1,1,EQUITY,,NSE_EQ,INE126A01031
NSE_EQ|INE149K01016,18359,SANDUMA,SANDUR MANG & IRON ORES L,445.15,,,0.05,1,EQUITY,,NSE_EQ,INE149K01016
NSE_EQ|INE094I01018,15124,KOLTEPATIL,KOLTE PATIL DEV. LTD.,412.5,,,0.05,1,EQUITY,,NSE_EQ,INE094I01018
NSE_EQ|INE623A01011,2969,SAKHTISUG,SAKTHI SUGARS LTD,23.43,,,0.01,1,EQUITY,,NSE_EQ,INE623A01011
NSE_EQ|INE0KBH01020,19686,BLUEJET,BLUE JET HEALTHCARE LTD,796.3,,,0.05,1,EQUITY,,NSE_EQ,INE0KBH01020
NSE_EQ|INE760A01029,16827,KOKUYOCMLN,KOKUYO CAMLIN LIMITED,114.9,,,0.01,1,EQUITY,,NSE_EQ,INE760A01029
NSE_EQ|INE871H01011,15347,GSS,GSS INFOTECH LIMITED,30.47,,,0.01,1,EQUITY,,NSE_EQ,INE871H01011
NSE_EQ|INE722J01012,20950,RKDL,RAVI KUMAR DIST. LTD.,28.62,,,0.01,1,EQUITY,,NSE_EQ,INE722J01012
NSE_EQ|INF846K01X63,1044,AXISBNKETF,AXISAMC - AXISBNKETF,571.67,,,0.01,1,EQUITY,,NSE_EQ,INF846K01X63
NSE_EQ|INE939A01011,7374,STAR,STRIDES PHARMA SCI LTD,836.55,,,0.05,1,EQUITY,,NSE_EQ,INE939A01011
NSE_EQ|INE482A01020,15254,CEATLTD,CEAT LIMITED,3229.7,,,0.1,1,EQUITY,,NSE_EQ,INE482A01020
NSE_EQ|INE998H01012,14350,ORIENTALTL,ORIENTAL TRIMEX LTD,9.9,,,0.01,1,EQUITY,,NSE_EQ,INE998H01012
NSE_EQ|INE921B01025,31107,DBSTOCKBRO,DB (INT) STOCK BROKERS,28.09,,,0.01,1,EQUITY,,NSE_EQ,INE921B01025
NSE_EQ|INE535D01037,9049,ROTO,ROTO PUMPS LIMITED,86.78,,,0.01,1,EQUITY,,NSE_EQ,INE535D01037
NSE_EQ|INE00E101023,11966,BIKAJI,BIKAJI FOODS INTERN LTD,754.65,,,0.05,1,EQUITY,,NSE_EQ,INE00E101023
NSE_EQ|INE804I079Y6,4292,985ECL28,SEC RED NCD 9.85% SR. VII,970.1,,,0.01,1,EQUITY,,NSE_EQ,INE804I079Y6
NSE_EQ|INE725G01011,14523,ICRA,ICRA LIMITED,6461.5,,,0.5,1,EQUITY,,NSE_EQ,INE725G01011
NSE_EQ|INE660A01013,3339,SUNDARMFIN,SUNDARAM FINANCE LTD,4568.5,,,0.1,1,EQUITY,,NSE_EQ,INE660A01013
NSE_EQ|INE477L07BC0,28858,9IHFL27,SEC RE NCD 9% SR IV,1011,,,0.01,1,EQUITY,,NSE_EQ,INE477L07BC0
NSE_EQ|INE477L07BB2,28856,865IHFL27,SEC RE NCD 8.65% SR III,968,,,0.01,1,EQUITY,,NSE_EQ,INE477L07BB2
NSE_EQ|INE976A01021,3799,WSTCSTPAPR,WEST COAST PAPER MILLS LT,516.25,,,0.05,1,EQUITY,,NSE_EQ,INE976A01021
NSE_EQ|INE429E01023,13035,SAFARI,SAFARI IND (INDIA) LTD,2100.8,,,0.1,1,EQUITY,,NSE_EQ,INE429E01023
NSE_EQ|INE075D01018,1168,GMBREW,G M BREWERIES LTD,678.75,,,0.05,1,EQUITY,,NSE_EQ,INE075D01018
NSE_EQ|INE850D01014,144,GODREJAGRO,GODREJ AGROVET LIMITED,814,,,0.05,1,EQUITY,,NSE_EQ,INE850D01014
NSE_EQ|INE361B01024,10940,DIVISLAB,DIVI S LABORATORIES LTD,6361.5,,,0.5,1,EQUITY,,NSE_EQ,INE361B01024
NSE_EQ|INE163A01018,2442,NOCIL,NOCIL LIMITED,180.36,,,0.01,1,EQUITY,,NSE_EQ,INE163A01018
NSE_EQ|INE517B01013,8958,TTML,TATA TELESERV(MAHARASTRA),58.76,,,0.01,1,EQUITY,,NSE_EQ,INE517B01013
NSE_EQ|INF109KC14A8,8342,GSEC5IETF,ICICIPRAMC - ICICI5GSEC,63.5,,,0.01,1,EQUITY,,NSE_EQ,INF109KC14A8
NSE_EQ|INE945H01013,14766,V2RETAIL,V2 RETAIL LIMITED,1765.1,,,0.1,1,EQUITY,,NSE_EQ,INE945H01013
NSE_EQ|INE06HJ01020,25060,ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,297.75,,,0.05,1,EQUITY,,NSE_EQ,INE06HJ01020
NSE_EQ|INE974B01016,9879,CHEVIOT,CHEVIOT COMPANY LIMITED,1196.4,,,0.1,1,EQUITY,,NSE_EQ,INE974B01016
NSE_EQ|INE00QT01015,5114,SGIL,SYNERGY GREEN IND. LTD,527.9,,,0.05,1,EQUITY,,NSE_EQ,INE00QT01015
NSE_EQ|INE03QK01018,17945,COHANCE,COHANCE LIFESCIENCES LTD,979.35,,,0.05,1,EQUITY,,NSE_EQ,INE03QK01018
