instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange,INECODE
NSE_EQ|INE457A01014,11377,MAHABANK,BANK OF MAHARASHTRA,54.27,,,0.01,1,EQUITY,,NSE_EQ,INE457A01014
NSE_EQ|INE0KNT01012,19015,MVGJL,MANOJ VAIBHAV GEM N JEW L,204.28,,,0.01,1,EQUITY,,NSE_EQ,INE0KNT01012
NSE_EQ|INE731A01020,6400,ARCHIES,ARCHIES LTD,19.37,,,0.01,1,EQUITY,,NSE_EQ,INE731A01020
NSE_EQ|INE021O01019,4822,DODLA,DODLA DAIRY LIMITED,1287.3,,,0.1,1,EQUITY,,NSE_EQ,INE021O01019
NSE_EQ|INE229H01012,13175,NITINSPIN,NITIN SPINNERS LIMITED,365,,,0.05,1,EQUITY,,NSE_EQ,INE229H01012
NSE_EQ|INE839M01018,31238,SCHNEIDER,SCHNEIDER ELECTRIC INFRA,1001.3,,,0.1,1,EQUITY,,NSE_EQ,INE839M01018
NSE_EQ|INE0AQ201015,757014,THELEELA,SCHLOSS BANGALORE LIMITED,413.45,,,0.05,1,EQUITY,,NSE_EQ,INE0AQ201015
NSE_EQ|INE179A01014,2535,PGHH,P&G HYGIENE & HEALTH CARE,13693,,,1,1,EQUITY,,NSE_EQ,INE179A01014
NSE_EQ|INE06ST01018,757845,INDIQUBE,INDIQUBE SPACES LIMITED,217.72,,,0.01,1,EQUITY,,NSE_EQ,INE06ST01018
NSE_EQ|INE086A01029,928,ELECTCAST,ELECTROSTEEL CASTINGS LTD,108.5,,,0.01,1,EQUITY,,NSE_EQ,INE086A01029
NSE_EQ|INE575C01027,5606,INTLCONV,INTL CONVEYORS LIMITED,87.06,,,0.01,1,EQUITY,,NSE_EQ,INE575C01027
NSE_EQ|INE296C01020,8159,FIBERWEB,FIBERWEB INDIA LIMITED,48.09,,,0.01,1,EQUITY,,NSE_EQ,INE296C01020
NSE_EQ|INE123B01028,14702,NAGREEKEXP,NAGREEKA EXPORTS LTD.,25.17,,,0.01,1,EQUITY,,NSE_EQ,INE123B01028
NSE_EQ|INE279A01012,3607,UNIVCABLES,UNIVERSAL CABLES LTD,718.45,,,0.05,1,EQUITY,,NSE_EQ,INE279A01012
NSE_EQ|INE923A01015,4105,SILINV,SIL INVESTMENTS LIMITED,576.25,,,0.05,1,EQUITY,,NSE_EQ,INE923A01015
NSE_EQ|IN0020220011,9047,710GS2029,GOI LOAN 7.10% 2029,105.9,,,0.01,1,EQUITY,,NSE_EQ,IN0020220011
NSE_EQ|INE409B01013,11909,SWELECTES,SWELECT ENERGY SYS LTD,669.85,,,0.05,1,EQUITY,,NSE_EQ,INE409B01013
NSE_EQ|IN0020220037,9913,738GS2027,GOI LOAN 7.38% 2027,103.7,,,0.01,1,EQUITY,,NSE_EQ,IN0020220037
NSE_EQ|IN0020220029,9585,754GS2036,GOI LOAN  7.54% 2036,109.21,,,0.01,1,EQUITY,,NSE_EQ,IN0020220029
NSE_EQ|INE859Q01017,7420,MANAKALUCO,MANAK ALUMINIUM CO. LTD.,31.28,,,0.01,1,EQUITY,,NSE_EQ,INE859Q01017
NSE_EQ|IN0020220045,10232,SGBJUN30,2.50%GOLDBONDS2030SR-I,9936.37,,,0.01,1,EQUITY,,NSE_EQ,IN0020220045
NSE_EQ|IN0020220078,11192,SGBAUG30,2.50%GOLDBONDS2030SR-II,10042.12,,,0.01,1,EQUITY,,NSE_EQ,IN0020220078
NSE_EQ|IN0020220060,10722,726GS2032,GOI LOAN  7.26% 2032,108.2,,,0.01,1,EQUITY,,NSE_EQ,IN0020220060
NSE_EQ|INE419M01027,25178,TDPOWERSYS,TD POWER SYSTEMS LTD.,504.95,,,0.05,1,EQUITY,,NSE_EQ,INE419M01027
NSE_EQ|INE471W01019,21383,PALASHSECU,PALASH SECURITIES LTD,119.88,,,0.01,1,EQUITY,,NSE_EQ,INE471W01019
NSE_EQ|INE074A01025,2705,PRAJIND,PRAJ INDUSTRIES LTD,469.05,,,0.05,1,EQUITY,,NSE_EQ,INE074A01025
NSE_EQ|INE974X01010,312,TIINDIA,TUBE INVEST OF INDIA LTD,2808.4,,,0.1,1,EQUITY,,NSE_EQ,INE974X01010
NSE_EQ|INE661I01014,15189,BGRENERGY,BGR ENERGY SYSTEMS LTD,96.81,,,0.01,1,EQUITY,,NSE_EQ,INE661I01014
NSE_EQ|INE377E01024,6006,COASTCORP,COASTAL CORPORATION LTD,35.04,,,0.01,1,EQUITY,,NSE_EQ,INE377E01024
NSE_EQ|INE037A01022,11293,UNIENTER,UNIPHOS ENTERPRISES LTD,155.88,,,0.01,1,EQUITY,,NSE_EQ,INE037A01022
NSE_EQ|INE854D01024,10447,UNITDSPR,UNITED SPIRITS LIMITED,1322.4,,,0.1,1,EQUITY,,NSE_EQ,INE854D01024
NSE_EQ|INE450G01024,14843,VIPCLOTHNG,VIP CLOTHING LIMITED,38.18,,,0.01,1,EQUITY,,NSE_EQ,INE450G01024
NSE_EQ|IN9093R01019,757406,LLOYDSENPP,LLOYD RS.0.50 PPD UP,49.41,,,0.01,1,EQUITY,,NSE_EQ,IN9093R01019
NSE_EQ|INE0S4R01014,757850,CRIZAC,CRIZAC LIMITED,328.95,,,0.05,1,EQUITY,,NSE_EQ,INE0S4R01014
NSE_EQ|INF179KC1JG3,18279,HDFCLIQUID,HDFCAMC - HDFCLIQUID,1021.84,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1JG3
NSE_EQ|INF209KB11D8,6462,TECH,BIRLASLAMC - TECH,37.13,,,0.01,1,EQUITY,,NSE_EQ,INF209KB11D8
NSE_EQ|INE683A01023,5948,SOUTHBANK,THE SOUTH INDIAN BANK LTD,29.23,,,0.01,1,EQUITY,,NSE_EQ,INE683A01023
NSE_EQ|INE726V01018,19631,PRICOLLTD,PRICOL LIMITED,429.25,,,0.05,1,EQUITY,,NSE_EQ,INE726V01018
NSE_EQ|INE278M01019,10557,NAVKARCORP,NAVKAR CORPORATION LTD.,125.03,,,0.01,1,EQUITY,,NSE_EQ,INE278M01019
NSE_EQ|INE730A01022,10159,ORICONENT,ORICON ENTERPRISES LTD,49.68,,,0.01,1,EQUITY,,NSE_EQ,INE730A01022
NSE_EQ|INE891D01026,14255,REDINGTON,REDINGTON LIMITED,249.45,,,0.05,1,EQUITY,,NSE_EQ,INE891D01026
NSE_EQ|INE495B01038,14013,SUVEN,SUVEN LIFE SCIENCES LTD,266.8,,,0.05,1,EQUITY,,NSE_EQ,INE495B01038
NSE_EQ|INE794W01014,2241,MODTHREAD,MODERN THREADS INDIA LTD,49.1,,,0.01,1,EQUITY,,NSE_EQ,INE794W01014
NSE_EQ|INE671H01015,13826,SOBHA,SOBHA LIMITED,1584.5,,,0.1,1,EQUITY,,NSE_EQ,INE671H01015
NSE_EQ|INE015D01022,15199,MANAKSIA,MANAKSIA LTD.,74.44,,,0.01,1,EQUITY,,NSE_EQ,INE015D01022
NSE_EQ|INE076B01028,14096,SIYSIL,SIYARAM SILK MILLS LTD,613,,,0.05,1,EQUITY,,NSE_EQ,INE076B01028
NSE_EQ|INE541A01023,1570,GMMPFAUDLR,GMM PFAUDLER LIMITED,1402.2,,,0.1,1,EQUITY,,NSE_EQ,INE541A01023
NSE_EQ|INE978G01016,11938,SPLIL,SPL INDUSTRIES LIMITED,41.31,,,0.01,1,EQUITY,,NSE_EQ,INE978G01016
NSE_EQ|INE0H5O01029,5366,WINDLAS,WINDLAS BIOTECH LIMITED,966.05,,,0.05,1,EQUITY,,NSE_EQ,INE0H5O01029
NSE_EQ|INE419A01022,11647,KOTARISUG,KOTHARI SUG & CHEM LTD.,32.44,,,0.01,1,EQUITY,,NSE_EQ,INE419A01022
NSE_EQ|INF209KB10E8,5957,BSLSENETFG,BIRLASLAMC - BSLSENETFG,80.54,,,0.01,1,EQUITY,,NSE_EQ,INF209KB10E8
NSE_EQ|INE220G01021,11236,JSL,JINDAL STAINLESS LIMITED,706.05,,,0.05,1,EQUITY,,NSE_EQ,INE220G01021
NSE_EQ|INF209KB10C2,6297,HEALTHY,BIRLASLAMC - HEALTHY,14.88,,,0.01,1,EQUITY,,NSE_EQ,INF209KB10C2
NSE_EQ|INE00CA01015,7518,TREJHARA,TREJHARA SOLUTIONS LTD,219.69,,,0.01,1,EQUITY,,NSE_EQ,INE00CA01015
NSE_EQ|INE742F01042,15083,ADANIPORTS,ADANI PORT & SEZ LTD,1347.1,,,0.1,1,EQUITY,,NSE_EQ,INE742F01042
NSE_EQ|INE240C01028,19142,UMESLTD,USHA MARTIN EDU & SOL LTD,6.04,,,0.01,1,EQUITY,,NSE_EQ,INE240C01028
NSE_EQ|INE100D01014,14832,WSI,W.S.INDUSTRIES (I) LTD.,79.74,,,0.01,1,EQUITY,,NSE_EQ,INE100D01014
NSE_EQ|INF179KC1IA8,12101,HDFCNIFIT,HDFCAMC - HDFCNIFIT,36.4,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1IA8
NSE_EQ|IN9964H01012,758610,SEPCPP,SEPC RS.5 PPD UP,5.36,,,0.01,1,EQUITY,,NSE_EQ,IN9964H01012
NSE_EQ|INE00ZE01026,13288,AFSL,ABANS FINANCIAL SRVCS LTD,220.51,,,0.01,1,EQUITY,,NSE_EQ,INE00ZE01026
NSE_EQ|INE226A01021,3718,VOLTAS,VOLTAS LTD,1317.4,,,0.1,1,EQUITY,,NSE_EQ,INE226A01021
NSE_EQ|INE263M01029,12219,RUSTOMJEE,KEYSTONE REALTORS LIMITED,622.7,,,0.05,1,EQUITY,,NSE_EQ,INE263M01029
NSE_EQ|INF179KC1HZ7,12108,HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,27.29,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1HZ7
NSE_EQ|INE349W01017,21406,AVADHSUGAR,AVADH SUG & ENERGY LTD,462.1,,,0.05,1,EQUITY,,NSE_EQ,INE349W01017
NSE_EQ|INE320X01016,21551,SMSLIFE,SMS LIFESCIENCES (I) LTD,1092.5,,,0.1,1,EQUITY,,NSE_EQ,INE320X01016
NSE_EQ|INF179KC1HX2,11593,HDFCSENSEX,HDFCAMC - HDFCSENSEX,90.68,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1HX2
NSE_EQ|INF179KC1HY0,22433,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,56.98,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1HY0
NSE_EQ|INF179KC1HV6,11538,HDFCMOMENT,HDFCAMC - HDFCMOMENT,30.22,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1HV6
NSE_EQ|INE278Y01022,9362,CAMPUS,CAMPUS ACTIVEWEAR LIMITED,267.35,,,0.05,1,EQUITY,,NSE_EQ,INE278Y01022
NSE_EQ|INF179KC1HW4,22595,HDFCPSUBK,HDFCAMC HDFCPSUBK,68.46,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1HW4
NSE_EQ|INE03DD01011,24145,RETAIL,JHS SVENDGAARD RETAIL V L,36.68,,,0.01,1,EQUITY,,NSE_EQ,INE03DD01011
NSE_EQ|INF179KC1HT0,14236,HDFCMID150,HDFCAMC - HDFCMID150,21.31,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1HT0
NSE_EQ|INF179KC1HU8,11547,HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,20.26,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1HU8
NSE_EQ|INE127I01024,6125,GOODLUCK,GOODLUCK INDIA LIMITED,1075.8,,,0.1,1,EQUITY,,NSE_EQ,INE127I01024
NSE_EQ|INE458B01036,20799,BHAGYANGR,BHAGYANAGAR INDIA LIMITED,92.24,,,0.01,1,EQUITY,,NSE_EQ,INE458B01036
NSE_EQ|INF179KC1HR4,10633,HDFCNIF100,HDFCAMC - HDFCNIF100,25.8,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1HR4
NSE_EQ|INF179KC1HS2,10619,HDFCNEXT50,HDFCAMC - HDFCNEXT50,67.33,,,0.01,1,EQUITY,,NSE_EQ,INF179KC1HS2
NSE_EQ|INE413G01022,9219,TPLPLASTEH,TPL PLASTECH LIMITED,76.96,,,0.01,1,EQUITY,,NSE_EQ,INE413G01022
NSE_EQ|INE274Y01021,29624,AJAXENGG,AJAX ENGINEERING LIMITED,674,,,0.05,1,EQUITY,,NSE_EQ,INE274Y01021
NSE_EQ|INE155C01010,17256,ALBERTDAVD,ALBERT DAVID LIMITED,878.25,,,0.05,1,EQUITY,,NSE_EQ,INE155C01010
NSE_EQ|INE171A01029,1023,FEDERALBNK,FEDERAL BANK LTD,196.06,,,0.01,1,EQUITY,,NSE_EQ,INE171A01029
NSE_EQ|INF846KA1119,30155,AXISVALUE,AXISAMC - AXISVALUE,27.76,,,0.01,1,EQUITY,,NSE_EQ,INF846KA1119
NSE_EQ|INE03RS01027,2651,DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,17.44,,,0.01,1,EQUITY,,NSE_EQ,INE03RS01027
NSE_EQ|INE0NT901020,17433,NETWEB,NETWEB TECH INDIA LTD,2135.2,,,0.1,1,EQUITY,,NSE_EQ,INE0NT901020
NSE_EQ|INE976G01028,18391,RBLBANK,RBL BANK LIMITED,259.1,,,0.05,1,EQUITY,,NSE_EQ,INE976G01028
NSE_EQ|INE127T01021,27079,KPEL,K.P. ENERGY LIMITED,506.6,,,0.05,1,EQUITY,,NSE_EQ,INE127T01021
NSE_EQ|INE292B01021,13966,HBLENGINE,HBL ENGINEERING LTD,599.85,,,0.05,1,EQUITY,,NSE_EQ,INE292B01021
NSE_EQ|INE600Y01019,10417,DYCL,DYNAMIC CABLES LIMITED,392.15,,,0.05,1,EQUITY,,NSE_EQ,INE600Y01019
NSE_EQ|INE818W01011,19878,ESAFSFB,ESAF SMALL FINANCE BANK L,31.21,,,0.01,1,EQUITY,,NSE_EQ,INE818W01011
NSE_EQ|INE680Z01018,15589,AVG,AVG LOGISTICS LIMITED,248.35,,,0.01,1,EQUITY,,NSE_EQ,INE680Z01018
NSE_EQ|INE047A01021,1232,GRASIM,GRASIM INDUSTRIES LTD,2722.2,,,0.1,1,EQUITY,,NSE_EQ,INE047A01021
NSE_EQ|INE326A01037,10440,LUPIN,LUPIN LIMITED,1867.3,,,0.1,1,EQUITY,,NSE_EQ,INE326A01037
NSE_EQ|IN9175A01010,25684,JISLDVREQS,JAIN DVR EQUITY SHARES,28.62,,,0.01,1,EQUITY,,NSE_EQ,IN9175A01010
NSE_EQ|INE0LCL01028,15058,AVALON,AVALON TECHNOLOGIES LTD,855.95,,,0.05,1,EQUITY,,NSE_EQ,INE0LCL01028
NSE_EQ|INE262H01021,18365,PERSISTENT,PERSISTENT SYSTEMS LTD,5061.5,,,0.5,1,EQUITY,,NSE_EQ,INE262H01021
NSE_EQ|INE124G01033,15044,DELTACORP,DELTA CORP LIMITED,83.97,,,0.01,1,EQUITY,,NSE_EQ,INE124G01033
NSE_EQ|INE557Z01018,15730,PIGL,POWER INSTRUMENT (G) LTD,133.16,,,0.01,1,EQUITY,,NSE_EQ,INE557Z01018
NSE_EQ|INE562X01013,18977,UNIVASTU,UNIVASTU INDIA LIMITED,262.3,,,0.05,1,EQUITY,,NSE_EQ,INE562X01013
NSE_EQ|INE584A01023,15332,NMDC,NMDC LTD.,70.46,,,0.01,1,EQUITY,,NSE_EQ,INE584A01023
NSE_EQ|INE084A01016,4745,BANKINDIA,BANK OF INDIA,109.29,,,0.01,1,EQUITY,,NSE_EQ,INE084A01016
NSE_EQ|INE942C01045,29731,GUJTHEM,GUJARAT THEMIS BIOSYN LTD,373.35,,,0.05,1,EQUITY,,NSE_EQ,INE942C01045
NSE_EQ|INE363A01022,18422,ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,320.6,,,0.05,1,EQUITY,,NSE_EQ,INE363A01022
NSE_EQ|INE00IN01015,2107,STOVEKRAFT,STOVE KRAFT LIMITED,578.1,,,0.05,1,EQUITY,,NSE_EQ,INE00IN01015
NSE_EQ|INE085A01013,637,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,518.3,,,0.05,1,EQUITY,,NSE_EQ,INE085A01013
NSE_EQ|INE939X01013,25597,MANBA,MANBA FINANCE LIMITED,134.5,,,0.01,1,EQUITY,,NSE_EQ,INE939X01013
NSE_EQ|INE350H01032,13290,BLKASHYAP,B.L.KASHYAP & SON LTD,75.09,,,0.01,1,EQUITY,,NSE_EQ,INE350H01032
NSE_EQ|INE775A01035,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,95.54,,,0.01,1,EQUITY,,NSE_EQ,INE775A01035
NSE_EQ|INE217B01036,1808,KAJARIACER,KAJARIA CERAMICS LTD,1183.5,,,0.1,1,EQUITY,,NSE_EQ,INE217B01036
NSE_EQ|INE878B01027,13310,KEI,KEI INDUSTRIES LTD.,3816.3,,,0.1,1,EQUITY,,NSE_EQ,INE878B01027
NSE_EQ|INE480C01038,1338,SDBL,SOM DIST & BREW LTD,146.96,,,0.01,1,EQUITY,,NSE_EQ,INE480C01038
NSE_EQ|INE231F01020,11983,SASKEN,SASKEN TECHNOLOGIES LTD,1457.8,,,0.1,1,EQUITY,,NSE_EQ,INE231F01020
NSE_EQ|INE950I01011,17881,DBCORP,D.B.CORP LTD,266.2,,,0.05,1,EQUITY,,NSE_EQ,INE950I01011
NSE_EQ|INE0CG401037,22980,MUKKA,MUKKA PROTEINS LIMITED,27.85,,,0.01,1,EQUITY,,NSE_EQ,INE0CG401037
NSE_EQ|INE900B01029,1805,KABRAEXTRU,KABRA EXTRUSION TECHNIK L,290.45,,,0.05,1,EQUITY,,NSE_EQ,INE900B01029
NSE_EQ|INE03Q201024,5265,ALIVUS,ALIVUS LIFE SCIENCES LTD,1000.6,,,0.1,1,EQUITY,,NSE_EQ,INE03Q201024
NSE_EQ|INE599M01018,29962,JUSTDIAL,JUSTDIAL LTD.,827.6,,,0.05,1,EQUITY,,NSE_EQ,INE599M01018
NSE_EQ|INE02WG01024,7835,WEL,WONDER ELECTRICALS LTD,164.21,,,0.01,1,EQUITY,,NSE_EQ,INE02WG01024
NSE_EQ|INE975G01012,9381,IL&FSTRANS,IL&FS TRANS NET LTD,3.22,,,0.01,1,EQUITY,,NSE_EQ,INE975G01012
NSE_EQ|INE836A01035,6994,BSOFT,BIRLASOFT LIMITED,400.85,,,0.05,1,EQUITY,,NSE_EQ,INE836A01035
NSE_EQ|INE01P501012,8477,XELPMOC,XELPMOC DESIGN & TECH LTD,88.87,,,0.01,1,EQUITY,,NSE_EQ,INE01P501012
NSE_EQ|INE555Z01020,23512,TARACHAND,TARA CHAND INFRA SOLN LTD,75.32,,,0.01,1,EQUITY,,NSE_EQ,INE555Z01020
NSE_EQ|INE111B01023,11868,63MOONS,63 MOONS TECHNOLOGIES LTD,988.8,,,0.1,1,EQUITY,,NSE_EQ,INE111B01023
NSE_EQ|INE09VQ01012,2048,INDIGOPNTS,INDIGO PAINTS LIMITED,1204.6,,,0.1,1,EQUITY,,NSE_EQ,INE09VQ01012
NSE_EQ|INE483B01026,11987,ICIL,INDO COUNT INDUSTRIES LTD,260.65,,,0.05,1,EQUITY,,NSE_EQ,INE483B01026
NSE_EQ|INE805D01034,17641,SUNTECK,SUNTECK REALTY LIMITED,388.25,,,0.05,1,EQUITY,,NSE_EQ,INE805D01034
NSE_EQ|INE362A01016,4010,PVP,PVP VENTURES LIMITED,19.81,,,0.01,1,EQUITY,,NSE_EQ,INE362A01016
NSE_EQ|INE894V01022,757102,BELRISE,BELRISE INDUSTRIES LTD,141.09,,,0.01,1,EQUITY,,NSE_EQ,INE894V01022
NSE_EQ|INF200KA1FS1,10176,SETFNIF50,SBI-ETF NIFTY 50,262.17,,,0.01,1,EQUITY,,NSE_EQ,INF200KA1FS1
NSE_EQ|INE514Y01020,3586,MOKSH,MOKSH ORNAMENTS LIMITED,13.83,,,0.01,1,EQUITY,,NSE_EQ,INE514Y01020
NSE_EQ|INE540H01012,13577,VOLTAMP,VOLTAMP TRANSFORMERS LTD,8522,,,0.5,1,EQUITY,,NSE_EQ,INE540H01012
NSE_EQ|INE325A01013,14198,TIMKEN,TIMKEN INDIA LTD.,3155.1,,,0.1,1,EQUITY,,NSE_EQ,INE325A01013
NSE_EQ|IN0020230119,19685,733GS2026,GOI LOAN  7.33% 2026,103.65,,,0.01,1,EQUITY,,NSE_EQ,IN0020230119
NSE_EQ|IN0020230101,19566,737GS2028,GOI LOAN  7.37% 2028,105.35,,,0.01,1,EQUITY,,NSE_EQ,IN0020230101
NSE_EQ|IN0020230127,19808,746GS2073,GOI LOAN  7.46% 2073,107,,,0.01,1,EQUITY,,NSE_EQ,IN0020230127
NSE_EQ|INE00QS24027,14224,IMC1,SEC RE NCGB 8.25% STRPP C,258,,,0.01,1,EQUITY,,NSE_EQ,INE00QS24027
NSE_EQ|IN0020230168,22476,SGBDE31III,2.50%GOLDBONDS2031SR-III,10251,,,0.01,1,EQUITY,,NSE_EQ,IN0020230168
NSE_EQ|INE871L01013,18508,TVVISION,TV VISION LIMITED,7.11,,,0.01,1,EQUITY,,NSE_EQ,INE871L01013
NSE_EQ|IN0020230184,22886,SGBFEB32IV,2.50%GOLDBONDS2032SR-IV,11094.93,,,0.01,1,EQUITY,,NSE_EQ,IN0020230184
NSE_EQ|INE548A01028,21951,HFCL,HFCL LIMITED,73.26,,,0.01,1,EQUITY,,NSE_EQ,INE548A01028
NSE_EQ|INE370E01029,29877,VIVIDHA,VISAGAR POLYTEX LTD,0.79,,,0.01,1,EQUITY,,NSE_EQ,INE370E01029
NSE_EQ|INE0RWQ01014,25262,TOLINS,TOLINS TYRES LIMITED,148.07,,,0.01,1,EQUITY,,NSE_EQ,INE0RWQ01014
NSE_EQ|INE721Z01010,1030,AARON,AARON INDUSTRIES LIMITED,438.05,,,0.05,1,EQUITY,,NSE_EQ,INE721Z01010
NSE_EQ|INE314G01014,15156,KALYANIFRG,KALYANI FORGE LIMITED,698,,,0.05,1,EQUITY,,NSE_EQ,INE314G01014
NSE_EQ|INE903D01011,7679,MONARCH,MONARCH NETWORTH CAP LTD,346.3,,,0.05,1,EQUITY,,NSE_EQ,INE903D01011
NSE_EQ|INE105J01010,16725,RPGLIFE,RPG LIFE SCIENCES LTD,2350.7,,,0.1,1,EQUITY,,NSE_EQ,INE105J01010
NSE_EQ|INF346A01034,4378,SENSEXIETF,ICICI PRUD SENSEX ETF,920.02,,,0.01,1,EQUITY,,NSE_EQ,INF346A01034
NSE_EQ|INE635A01023,13741,SHYAMTEL,SHYAM TELECOM LIMITED,14.41,,,0.01,1,EQUITY,,NSE_EQ,INE635A01023
NSE_EQ|INE390G01014,17685,GPTINFRA,GPT INFRAPROJECTS LTD,127.24,,,0.01,1,EQUITY,,NSE_EQ,INE390G01014
NSE_EQ|INE197D01010,1756,JINDALPOLY,JINDAL POLY FILMS LIMITED,556.8,,,0.05,1,EQUITY,,NSE_EQ,INE197D01010
NSE_EQ|INE317I01021,7242,METROBRAND,METRO BRANDS LIMITED,1201.6,,,0.1,1,EQUITY,,NSE_EQ,INE317I01021
NSE_EQ|INE098F01031,17547,AMRUTANJAN,AMRUTAJAN HEALTH LTD,679.6,,,0.05,1,EQUITY,,NSE_EQ,INE098F01031
NSE_EQ|IN0020230010,14970,706GS2028,GOI LOAN  7.06% 2028,105.03,,,0.01,1,EQUITY,,NSE_EQ,IN0020230010
NSE_EQ|INE559N01010,18119,SRGHFL,SRG HOUSING FINANCE L,328.5,,,0.05,1,EQUITY,,NSE_EQ,INE559N01010
NSE_EQ|INE0O3901029,17795,TREL,TRANSINDIA REAL ESTATE L,33.65,,,0.01,1,EQUITY,,NSE_EQ,INE0O3901029
NSE_EQ|IN0020230036,15050,717GS2030,GOI LOAN  7.17% 2030,105.89,,,0.01,1,EQUITY,,NSE_EQ,IN0020230036
NSE_EQ|INE741K01010,4421,CREDITACC,CREDITACCESS GRAMEEN LTD,1246.3,,,0.1,1,EQUITY,,NSE_EQ,INE741K01010
NSE_EQ|IN0020230051,16865,73GS2053,GOI LOAN  7.3% 2053,103.21,,,0.01,1,EQUITY,,NSE_EQ,IN0020230051
NSE_EQ|IN0020230044,16733,725GS2063,GOI LOAN  7.25% 2063,103.2,,,0.01,1,EQUITY,,NSE_EQ,IN0020230044
NSE_EQ|INE295D01020,20429,NACLIND,NACL INDUSTRIES LIMITED,307.85,,,0.05,1,EQUITY,,NSE_EQ,INE295D01020
NSE_EQ|IN0020230077,17398,718GS2037,GOI LOAN  7.18% 2037,104.26,,,0.01,1,EQUITY,,NSE_EQ,IN0020230077
NSE_EQ|INE646H01017,22675,CAPITALSFB,CAPITAL SMALL FIN BANK L,303.7,,,0.05,1,EQUITY,,NSE_EQ,INE646H01017
NSE_EQ|INE440A01010,7895,ASHIMASYN,ASHIMA LTD,25.11,,,0.01,1,EQUITY,,NSE_EQ,INE440A01010
NSE_EQ|IN0020230069,17202,SGBJUN31I,2.50%GOLDBONDS2031SR-I,10131.79,,,0.01,1,EQUITY,,NSE_EQ,IN0020230069
NSE_EQ|IN0020230093,19456,SGBSEP31II,2.50%GOLDBONDS2031SR-II,10228.89,,,0.01,1,EQUITY,,NSE_EQ,IN0020230093
NSE_EQ|IN0020230085,18025,718GS2033,GOI LOAN  7.18% 2033,107.51,,,0.01,1,EQUITY,,NSE_EQ,IN0020230085
NSE_EQ|INE501A01019,827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,1558.5,,,0.1,1,EQUITY,,NSE_EQ,INE501A01019
NSE_EQ|INE414G01012,23650,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,2592.7,,,0.1,1,EQUITY,,NSE_EQ,INE414G01012
NSE_EQ|INE924H01018,14771,TARMAT,TARMAT LIMITED,54.01,,,0.01,1,EQUITY,,NSE_EQ,INE924H01018
NSE_EQ|INE01EG01016,8944,RITCO,RITCO LOGISTICS LIMITED,276.05,,,0.05,1,EQUITY,,NSE_EQ,INE01EG01016
NSE_EQ|INE623B01027,13812,FEL,FUTURE ENTERPRISES LTD,0.59,,,0.01,1,EQUITY,,NSE_EQ,INE623B01027
NSE_EQ|INE830Q01018,7413,MANAKCOAT,MAN COAT METAL & IND LTD,155.54,,,0.01,1,EQUITY,,NSE_EQ,INE830Q01018
NSE_EQ|INE018E01016,17971,SBICARD,SBI CARDS & PAY SER LTD,803.95,,,0.05,1,EQUITY,,NSE_EQ,INE018E01016
NSE_EQ|INE0LXG01040,24777,OLAELEC,OLA ELECTRIC MOBILITY LTD,40.55,,,0.01,1,EQUITY,,NSE_EQ,INE0LXG01040
NSE_EQ|INE669E01016,14366,IDEA,VODAFONE IDEA LIMITED,6.6,,,0.01,1,EQUITY,,NSE_EQ,INE669E01016
NSE_EQ|INE743M01012,31163,RHIM,RHI MAGNESITA INDIA LTD,513.95,,,0.05,1,EQUITY,,NSE_EQ,INE743M01012
NSE_EQ|INE482B01010,19296,TERASOFT,TERA SOFTWARE LIMITED,303.05,,,0.05,1,EQUITY,,NSE_EQ,INE482B01010
NSE_EQ|INE776C01039,13528,GMRAIRPORT,GMR AIRPORTS LIMITED,89.42,,,0.01,1,EQUITY,,NSE_EQ,INE776C01039
NSE_EQ|INE659A01023,3327,SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,1414.9,,,0.1,1,EQUITY,,NSE_EQ,INE659A01023
NSE_EQ|INE481Z01011,7797,UNIINFO,UNIINFO TELECOM SERVI LTD,20.37,,,0.01,1,EQUITY,,NSE_EQ,INE481Z01011
NSE_EQ|INE324A01032,3024,JINDALSAW,JINDAL SAW LIMITED,205.4,,,0.01,1,EQUITY,,NSE_EQ,INE324A01032
